timestamp,open,high,low,close
2015-01-09 09:48:00+05:30,18768.15,18771.55,18764.25,18766
2015-01-09 09:49:00+05:30,18766,18780.25,18766,18779.4
2015-01-09 09:50:00+05:30,18783.05,18786.35,18761.1,18763.8
2015-01-09 09:51:00+05:30,18763.8,18779.55,18763.8,18774.2
2015-01-09 09:52:00+05:30,18774.2,18784.25,18774.2,18776.75
2015-01-09 09:53:00+05:30,18782.65,18783.5,18772.2,18780.15
2015-01-09 09:54:00+05:30,18780.15,18785.05,18773.2,18780.15
2015-01-09 09:55:00+05:30,18780.15,18792.3,18780.15,18786.1
2015-01-09 09:56:00+05:30,18786.1,18797.25,18779.75,18797.25
2015-01-09 09:57:00+05:30,18797.25,18803.1,18796.3,18803.1
2015-01-09 09:58:00+05:30,18803.1,18806.4,18793.15,18798.9
2015-01-09 09:59:00+05:30,18797.65,18808.3,18797.65,18802.9
2015-01-09 10:00:00+05:30,18802.9,18807.85,18802.9,18807.3
2015-01-09 10:01:00+05:30,18807.3,18813.6,18805.2,18813.6
2015-01-09 10:02:00+05:30,18810.9,18813.6,18805.1,18808.2
2015-01-09 10:03:00+05:30,18808.2,18809.9,18802.35,18805.95
2015-01-09 10:04:00+05:30,18805.95,18810.25,18802.55,18807.15
2015-01-09 10:05:00+05:30,18807.15,18810.65,18800.25,18800.25
2015-01-09 10:06:00+05:30,18798.45,18803.4,18794.1,18795.2
2015-01-09 10:07:00+05:30,18795.2,18799.9,18786.5,18786.5
2015-01-09 10:08:00+05:30,18786.5,18792.35,18785.35,18785.35
2015-01-09 10:09:00+05:30,18785.35,18790.45,18783.55,18783.55
2015-01-09 10:10:00+05:30,18783.55,18785.65,18778.4,18780.55
2015-01-09 10:11:00+05:30,18780.55,18784.25,18758.5,18763.7
2015-01-09 10:12:00+05:30,18763.7,18776,18763.7,18766.9
2015-01-09 10:13:00+05:30,18766.25,18775.95,18766.25,18769.55
2015-01-09 10:14:00+05:30,18769.55,18781.15,18769.55,18781.15
2015-01-09 10:15:00+05:30,18781.15,18792.2,18781.15,18786.7
2015-01-09 10:16:00+05:30,18785.15,18786.7,18769.45,18780.35
2015-01-09 10:17:00+05:30,18780.35,18789.2,18778.95,18779.4
2015-01-09 10:18:00+05:30,18776.45,18784.45,18772.65,18784.45
2015-01-09 10:19:00+05:30,18784.45,18790.45,18781.7,18790.45
2015-01-09 10:20:00+05:30,18790.45,18790.45,18783.55,18784.25
2015-01-09 10:21:00+05:30,18784.25,18789.6,18783,18789.6
2015-01-09 10:22:00+05:30,18789.6,18799.45,18789.6,18799.45
2015-01-09 10:23:00+05:30,18799.45,18799.45,18793.6,18796.4
2015-01-09 10:24:00+05:30,18797.1,18801.95,18796.4,18801.5
2015-01-09 10:25:00+05:30,18801.5,18805.2,18801.5,18802.35
2015-01-09 10:26:00+05:30,18802.65,18802.65,18798.95,18801.6
2015-01-09 10:27:00+05:30,18801.6,18803.7,18796.9,18800.45
2015-01-09 10:28:00+05:30,18800.9,18807.1,18797.55,18807.1
2015-01-09 10:29:00+05:30,18807.1,18807.1,18802.25,18803
2015-01-09 10:30:00+05:30,18803,18806.9,18801.7,18803.1
2015-01-09 10:31:00+05:30,18803.8,18803.8,18795.75,18795.75
2015-01-09 10:32:00+05:30,18795.75,18799.35,18795.75,18796.7
2015-01-09 10:33:00+05:30,18796.7,18798.55,18784.5,18786.65
2015-01-09 10:34:00+05:30,18788.15,18789.95,18786.15,18787.3
2015-01-09 10:35:00+05:30,18787.3,18789.95,18785.5,18787.6
2015-01-09 10:36:00+05:30,18784.05,18787.6,18782.9,18784.15
2015-01-09 10:37:00+05:30,18784.15,18792.1,18783.3,18787.8
2015-01-09 10:38:00+05:30,18787.8,18789.35,18784.65,18785.15
2015-01-09 10:39:00+05:30,18785.15,18788,18782.7,18787
2015-01-09 10:40:00+05:30,18787,18789.2,18777.05,18777.05
2015-01-09 10:41:00+05:30,18777.05,18786.05,18768.35,18768.35
2015-01-09 10:42:00+05:30,18768.35,18773.55,18768.35,18773.45
2015-01-09 10:43:00+05:30,18773.45,18773.45,18767.65,18771.7
2015-01-09 10:44:00+05:30,18771.7,18771.7,18764,18764
2015-01-09 10:45:00+05:30,18764,18768,18763.1,18764.5
2015-01-09 10:46:00+05:30,18764.5,18768.4,18762.55,18768.25
2015-01-09 10:47:00+05:30,18768.25,18775.05,18761.8,18761.8
2015-01-09 10:48:00+05:30,18761.8,18766.35,18761.4,18765.1
2015-01-09 10:49:00+05:30,18765.1,18772.75,18760.4,18764.25
2015-01-09 10:50:00+05:30,18764.25,18764.25,18745.6,18745.6
2015-01-09 10:51:00+05:30,18751.25,18768.3,18745.6,18768.1
2015-01-09 10:52:00+05:30,18768.1,18772,18762.6,18772
2015-01-09 10:53:00+05:30,18772,18775.9,18767.35,18775.9
2015-01-09 10:54:00+05:30,18772.55,18778.6,18772.55,18778.6
2015-01-09 10:55:00+05:30,18778.6,18778.8,18768.85,18772.8
2015-01-09 10:56:00+05:30,18772.8,18778.2,18772.45,18778.05
2015-01-09 10:57:00+05:30,18778.05,18790.65,18777.15,18790.65
2015-01-09 10:58:00+05:30,18790.65,18790.65,18775.65,18780.25
2015-01-09 10:59:00+05:30,18780.25,18787.9,18778.3,18778.3
2015-01-09 11:00:00+05:30,18778.3,18790,18778.3,18787.65
2015-01-09 11:01:00+05:30,18787.65,18789.3,18783.55,18788.05
2015-01-09 11:02:00+05:30,18786.5,18789.35,18783.7,18789.35
2015-01-09 11:03:00+05:30,18772.6,18789.35,18771.65,18782.2
2015-01-09 11:04:00+05:30,18782.2,18787.1,18782.2,18786.25
2015-01-09 11:05:00+05:30,18786.25,18788.8,18783.95,18786.45
2015-01-09 11:06:00+05:30,18786.45,18786.45,18779.8,18779.8
2015-01-09 11:07:00+05:30,18781.35,18782.55,18776.8,18777.8
2015-01-09 11:08:00+05:30,18777.8,18777.8,18771.5,18773.45
2015-01-09 11:09:00+05:30,18773.45,18776.9,18771.3,18776.9
2015-01-09 11:10:00+05:30,18778.25,18786.7,18776.9,18782.15
2015-01-09 11:11:00+05:30,18782.15,18782.15,18777.15,18778.15
2015-01-09 11:12:00+05:30,18778.15,18779.8,18771.6,18772.5
2015-01-09 11:13:00+05:30,18773.7,18784.7,18772.5,18784.7
2015-01-09 11:14:00+05:30,18784.7,18784.7,18778.75,18779.35
2015-01-09 11:15:00+05:30,18779.35,18783.7,18776.65,18777.75
2015-01-09 11:16:00+05:30,18777.75,18780.35,18775.65,18776.9
2015-01-09 11:17:00+05:30,18770.9,18776.9,18761.35,18763.7
2015-01-09 11:18:00+05:30,18763.7,18766.55,18761.9,18761.9
2015-01-09 11:19:00+05:30,18761.9,18768.1,18758.45,18765.05
2015-01-09 11:20:00+05:30,18765.05,18771.65,18764.85,18764.85
2015-01-09 11:21:00+05:30,18764.85,18768.2,18763.4,18768.2
2015-01-09 11:22:00+05:30,18766.7,18768.4,18763.4,18763.4
2015-01-09 11:23:00+05:30,18763.4,18765,18751.55,18755.2
2015-01-09 11:24:00+05:30,18755.2,18762.8,18746,18750.7
2015-01-09 11:25:00+05:30,18750.7,18750.7,18739.1,18741.4
2015-01-09 11:26:00+05:30,18738.65,18742.25,18735.1,18741
2015-01-09 11:27:00+05:30,18741,18750.95,18740.2,18743.05
2015-01-09 11:28:00+05:30,18743.05,18745.6,18741.75,18742.85
2015-01-09 11:29:00+05:30,18742.9,18742.9,18734.15,18734.15
2015-01-09 11:30:00+05:30,18734.15,18734.3,18686.6,18687.95
2015-01-09 11:31:00+05:30,18687.95,18707.05,18687.35,18706.55
2015-01-09 11:32:00+05:30,18706.55,18706.55,18685.65,18691.35
2015-01-09 11:33:00+05:30,18691.35,18702.65,18688.8,18702.25
2015-01-09 11:34:00+05:30,18702.25,18719.95,18697.55,18719.95
2015-01-09 11:35:00+05:30,18719.95,18732.9,18716.6,18725.25
2015-01-09 11:36:00+05:30,18725.25,18726.15,18707.65,18710.75
2015-01-09 11:37:00+05:30,18712.5,18725.85,18707.85,18711.45
2015-01-09 11:38:00+05:30,18707.55,18713.7,18699.8,18699.8
2015-01-09 11:39:00+05:30,18699.8,18704.35,18696.9,18698.35
2015-01-09 11:40:00+05:30,18698.35,18704.3,18697.95,18703.55
2015-01-09 11:41:00+05:30,18707.9,18707.9,18699.7,18704.75
2015-01-09 11:42:00+05:30,18704.75,18714.7,18704.75,18712.05
2015-01-09 11:43:00+05:30,18712.05,18712.2,18705.7,18708.45
2015-01-09 11:44:00+05:30,18707.05,18708.45,18691.7,18699.65
2015-01-09 11:45:00+05:30,18699.65,18711,18698.1,18709.45
2015-01-09 11:46:00+05:30,18709.45,18712.1,18704.75,18708.85
2015-01-09 11:47:00+05:30,18708.85,18711.7,18698.6,18709.45
2015-01-09 11:48:00+05:30,18708.1,18719.65,18706.75,18719.65
2015-01-09 11:49:00+05:30,18719.65,18719.65,18697.95,18705.25
2015-01-09 11:50:00+05:30,18706.65,18710.4,18704.8,18705.4
2015-01-09 11:51:00+05:30,18705.4,18711.95,18705.4,18711.2
2015-01-09 11:52:00+05:30,18711.2,18711.2,18708.1,18709.4
2015-01-09 11:53:00+05:30,18709.4,18711.2,18706,18707.55
2015-01-09 11:54:00+05:30,18708.05,18712.2,18707.5,18707.5
2015-01-09 11:55:00+05:30,18707.5,18714.2,18707.5,18714.2
2015-01-09 11:56:00+05:30,18714.2,18719.2,18712.9,18716.15
2015-01-09 11:57:00+05:30,18716.15,18718.6,18715.1,18717.55
2015-01-09 11:58:00+05:30,18717.35,18719.25,18714.2,18715.35
2015-01-09 11:59:00+05:30,18715.35,18718.05,18713.35,18715.3
2015-01-09 12:00:00+05:30,18716.3,18717.6,18705.75,18709.55
2015-01-09 12:01:00+05:30,18709.55,18710.75,18701.9,18710.75
2015-01-09 12:02:00+05:30,18710.75,18710.75,18690.95,18690.95
2015-01-09 12:03:00+05:30,18690.95,18698.5,18686.3,18686.3
2015-01-09 12:04:00+05:30,18680.15,18686.3,18635.8,18635.8
2015-01-09 12:05:00+05:30,18635.8,18635.8,18582.3,18625
2015-01-09 12:06:00+05:30,18625,18634.6,18620.25,18621.75
2015-01-09 12:07:00+05:30,18621.75,18635.3,18616.55,18616.55
2015-01-09 12:08:00+05:30,18616.55,18646.7,18616.55,18636.2
2015-01-09 12:09:00+05:30,18636.2,18636.2,18608.55,18611.95
2015-01-09 12:10:00+05:30,18601.6,18611.95,18570.85,18570.85
2015-01-09 12:11:00+05:30,18577.35,18593.1,18570.85,18580.45
2015-01-09 12:12:00+05:30,18580.45,18599.1,18575.85,18599.1
2015-01-09 12:13:00+05:30,18599.1,18601.25,18592.35,18598.65
2015-01-09 12:14:00+05:30,18599.6,18616.35,18598.3,18616.35
2015-01-09 12:15:00+05:30,18616.35,18621.65,18613.2,18618.3
2015-01-09 12:16:00+05:30,18618.3,18623.5,18588.05,18593.85
2015-01-09 12:17:00+05:30,18602.3,18613.05,18583.45,18611.5
2015-01-09 12:18:00+05:30,18611.5,18611.5,18584.2,18597.65
2015-01-09 12:19:00+05:30,18597.65,18600.8,18593.7,18599.65
2015-01-09 12:20:00+05:30,18599.65,18599.65,18592.45,18596.8
2015-01-09 12:21:00+05:30,18596.8,18602.75,18596.25,18600.25
2015-01-09 12:22:00+05:30,18600.25,18608,18596.9,18600.05
2015-01-09 12:23:00+05:30,18600.05,18611.05,18599.8,18611.05
2015-01-09 12:24:00+05:30,18611.05,18611.1,18603.95,18606.25
2015-01-09 12:25:00+05:30,18605.85,18609.85,18596.35,18609.85
2015-01-09 12:26:00+05:30,18609.85,18609.85,18595.7,18598.15
2015-01-09 12:27:00+05:30,18597.4,18598.15,18575.4,18575.4
2015-01-09 12:28:00+05:30,18575.4,18584.25,18575.4,18584.25
2015-01-09 12:29:00+05:30,18584.25,18588.45,18578.7,18585.55
2015-01-09 12:30:00+05:30,18585.55,18585.55,18575.5,18581.3
2015-01-09 12:31:00+05:30,18583.5,18590.35,18581.3,18587.55
2015-01-09 12:32:00+05:30,18587.55,18592.9,18585.35,18587.65
2015-01-09 12:33:00+05:30,18587.65,18591.9,18570.9,18573.9
2015-01-09 12:34:00+05:30,18589.25,18590.25,18569.35,18579.75
2015-01-09 12:35:00+05:30,18579.75,18582.4,18569.7,18569.7
2015-01-09 12:36:00+05:30,18569.7,18572.4,18549.8,18559.6
2015-01-09 12:37:00+05:30,18559.6,18562.3,18549.05,18553.1
2015-01-09 12:38:00+05:30,18553.1,18553.1,18517.3,18523.8
2015-01-09 12:39:00+05:30,18523.8,18534.05,18517.25,18534.05
2015-01-09 12:40:00+05:30,18534.05,18548,18534.05,18548
2015-01-09 12:41:00+05:30,18548,18553.85,18546,18546
2015-01-09 12:42:00+05:30,18546,18549.5,18537.2,18548.1
2015-01-09 12:43:00+05:30,18548.1,18561.4,18547.3,18558.4
2015-01-09 12:44:00+05:30,18558.4,18569.9,18558.4,18567.85
2015-01-09 12:45:00+05:30,18569.5,18571.15,18560.45,18568.65
2015-01-09 12:46:00+05:30,18568.65,18572.85,18566.2,18570.45
2015-01-09 12:47:00+05:30,18570.45,18576.4,18559.65,18566.3
2015-01-09 12:48:00+05:30,18567,18584.05,18566.3,18584.05
2015-01-09 12:49:00+05:30,18584.05,18584.95,18576.2,18578
2015-01-09 12:50:00+05:30,18577.75,18579.95,18566.65,18574.7
2015-01-09 12:51:00+05:30,18574.7,18574.7,18547.1,18572.05
2015-01-09 12:52:00+05:30,18572.05,18625.4,18572.05,18622.95
2015-01-09 12:53:00+05:30,18622.95,18623,18615.9,18620.55
2015-01-09 12:54:00+05:30,18617,18626.25,18611.6,18618.95
2015-01-09 12:55:00+05:30,18618.95,18620.55,18594.45,18594.45
2015-01-09 12:56:00+05:30,18594.45,18626.15,18594.45,18616.45
2015-01-09 12:57:00+05:30,18616.45,18621.2,18607.25,18618.95
2015-01-09 12:58:00+05:30,18617.95,18623.5,18612.85,18619.6
2015-01-09 12:59:00+05:30,18619.6,18653.3,18619.6,18647.75
2015-01-09 13:00:00+05:30,18647.75,18647.75,18629.3,18629.3
2015-01-09 13:01:00+05:30,18632.6,18645.55,18626.05,18637.8
2015-01-09 13:02:00+05:30,18637.8,18638.7,18619.4,18619.4
2015-01-09 13:03:00+05:30,18619.4,18621.6,18613.8,18617.45
2015-01-09 13:04:00+05:30,18617.45,18629.1,18608.25,18618.35
2015-01-09 13:05:00+05:30,18618.35,18632.9,18612.8,18620.95
2015-01-09 13:06:00+05:30,18620.95,18626.85,18614.75,18616.25
2015-01-09 13:07:00+05:30,18616.25,18620.3,18609.4,18620.3
2015-01-09 13:08:00+05:30,18620.3,18625,18619,18622.8
2015-01-09 13:09:00+05:30,18622.8,18624.85,18619.6,18621.5
2015-01-09 13:10:00+05:30,18621.5,18627.35,18617.95,18627.35
2015-01-09 13:11:00+05:30,18627.35,18627.35,18613.05,18615
2015-01-09 13:12:00+05:30,18615,18615.6,18596.2,18613.65
2015-01-09 13:13:00+05:30,18613.65,18614.65,18601.85,18609.35
2015-01-09 13:14:00+05:30,18603.6,18609.35,18565.95,18565.95
2015-01-09 13:15:00+05:30,18569.4,18588.1,18565.95,18576.65
2015-01-09 13:16:00+05:30,18576.65,18584.6,18573.25,18576.45
2015-01-09 13:17:00+05:30,18566.2,18578.85,18566.2,18573.05
2015-01-09 13:18:00+05:30,18573.05,18573.05,18557.2,18557.85
2015-01-09 13:19:00+05:30,18557.85,18576.65,18557.85,18576.65
2015-01-09 13:20:00+05:30,18597.3,18597.3,18576.65,18590
2015-01-09 13:21:00+05:30,18590,18590,18570.3,18574.9
2015-01-09 13:22:00+05:30,18574.9,18577.65,18573.25,18573.4
2015-01-09 13:23:00+05:30,18583.25,18583.6,18573.4,18581.65
2015-01-09 13:24:00+05:30,18581.65,18598.15,18578.1,18596.8
2015-01-09 13:25:00+05:30,18596.8,18596.8,18584.15,18590.2
2015-01-09 13:26:00+05:30,18590.2,18602.1,18590.2,18597.9
2015-01-09 13:27:00+05:30,18596.4,18600.6,18591.65,18591.65
2015-01-09 13:28:00+05:30,18591.65,18606.1,18591.65,18601
2015-01-09 13:29:00+05:30,18600.8,18604.4,18600.15,18600.15
2015-01-09 13:30:00+05:30,18600.15,18605.85,18597.3,18602.25
2015-01-09 13:31:00+05:30,18603.85,18604.05,18585.7,18589.25
2015-01-09 13:32:00+05:30,18589.25,18592.1,18583.75,18588.1
2015-01-09 13:33:00+05:30,18588.1,18595.2,18586.5,18595.2
2015-01-09 13:34:00+05:30,18595.2,18598.65,18594.9,18596.9
2015-01-09 13:35:00+05:30,18596.9,18596.9,18568.8,18580.9
2015-01-09 13:36:00+05:30,18580.9,18584.5,18576.05,18584.5
2015-01-09 13:37:00+05:30,18585.1,18590.8,18584.3,18584.3
2015-01-09 13:38:00+05:30,18584.3,18592.3,18584.3,18587.9
2015-01-09 13:39:00+05:30,18587.9,18588.5,18582.95,18588.25
2015-01-09 13:40:00+05:30,18590,18590,18572.75,18580.4
2015-01-09 13:41:00+05:30,18583.5,18585.65,18577.7,18577.7
2015-01-09 13:42:00+05:30,18577.7,18579.25,18571.3,18572.9
2015-01-09 13:43:00+05:30,18575.05,18578.85,18572.9,18575.25
2015-01-09 13:44:00+05:30,18575.25,18583.6,18575.25,18581.9
2015-01-09 13:45:00+05:30,18581.9,18587.45,18580.5,18586.95
2015-01-09 13:46:00+05:30,18586.95,18590.65,18585.9,18589.55
2015-01-09 13:47:00+05:30,18590,18591.05,18584.85,18589
2015-01-09 13:48:00+05:30,18589,18597.05,18588.55,18594.95
2015-01-09 13:49:00+05:30,18594.95,18597.5,18582.3,18582.35
2015-01-09 13:50:00+05:30,18578,18587.5,18578,18586.5
2015-01-09 13:51:00+05:30,18586.5,18592,18584.65,18590.1
2015-01-09 13:52:00+05:30,18590.1,18591.8,18589.75,18591
2015-01-09 13:53:00+05:30,18590.7,18591.85,18587.15,18587.15
2015-01-09 13:54:00+05:30,18587.15,18587.95,18576.8,18581.7
2015-01-09 13:55:00+05:30,18581.7,18581.7,18567.35,18567.35
2015-01-09 13:56:00+05:30,18566.25,18567.35,18556.2,18557.45
2015-01-09 13:57:00+05:30,18557.45,18557.45,18522.8,18522.8
2015-01-09 13:58:00+05:30,18522.8,18526.9,18498.6,18498.6
2015-01-09 13:59:00+05:30,18500,18519.1,18493.8,18519.1
2015-01-09 14:00:00+05:30,18519.1,18519.1,18496.05,18500.25
2015-01-09 14:01:00+05:30,18500.25,18500.25,18492.7,18492.85
2015-01-09 14:02:00+05:30,18492.85,18492.85,18479.65,18479.65
2015-01-09 14:03:00+05:30,18479.65,18508.05,18479.65,18501.9
2015-01-09 14:04:00+05:30,18501.9,18507.1,18496,18506.45
2015-01-09 14:05:00+05:30,18510.65,18521.6,18506.45,18521.6
2015-01-09 14:06:00+05:30,18521.6,18529.3,18517.5,18517.9
2015-01-09 14:07:00+05:30,18517.9,18526.7,18516.6,18526.7
2015-01-09 14:08:00+05:30,18526.7,18526.75,18510.9,18510.9
2015-01-09 14:09:00+05:30,18507.25,18521.25,18506.1,18521.25
2015-01-09 14:10:00+05:30,18521.25,18527.45,18513.95,18527.45
2015-01-09 14:11:00+05:30,18527.45,18529.45,18518.2,18523.5
2015-01-09 14:12:00+05:30,18523.8,18527.55,18521,18524.15
2015-01-09 14:13:00+05:30,18524.15,18533.7,18524.15,18528.5
2015-01-09 14:14:00+05:30,18523.85,18528.5,18514.15,18514.15
2015-01-09 14:15:00+05:30,18514.15,18514.15,18490.6,18508.7
2015-01-09 14:16:00+05:30,18508.7,18521.85,18508.7,18521.85
2015-01-09 14:17:00+05:30,18521.15,18526.95,18517.7,18526.95
2015-01-09 14:18:00+05:30,18526.95,18537.5,18525.2,18537.5
2015-01-09 14:19:00+05:30,18537.5,18547.2,18532,18547.2
2015-01-09 14:20:00+05:30,18547.2,18550.8,18539.5,18550.8
2015-01-09 14:21:00+05:30,18550.8,18567,18550.8,18567
2015-01-09 14:22:00+05:30,18567,18571.75,18563,18571.75
2015-01-09 14:23:00+05:30,18566.8,18571.75,18549.05,18549.05
2015-01-09 14:24:00+05:30,18549.05,18552.1,18533.45,18534.05
2015-01-09 14:25:00+05:30,18534.05,18539.6,18529.75,18539.6
2015-01-09 14:26:00+05:30,18539.6,18542.05,18531.5,18531.65
2015-01-09 14:27:00+05:30,18531.65,18533.5,18524.7,18533.5
2015-01-09 14:28:00+05:30,18533.5,18541.2,18531.5,18541.2
2015-01-09 14:29:00+05:30,18541.2,18541.55,18536.65,18541.55
2015-01-09 14:30:00+05:30,18543.15,18555.3,18534.55,18550.3
2015-01-09 14:31:00+05:30,18542.65,18550.3,18535.3,18535.75
2015-01-09 14:32:00+05:30,18535.75,18535.75,18506.2,18506.2
2015-01-09 14:33:00+05:30,18506.2,18520.75,18504.2,18512.85
2015-01-09 14:34:00+05:30,18512.85,18521.65,18512.35,18519.75
2015-01-09 14:35:00+05:30,18519.75,18537,18519.75,18532.05
2015-01-09 14:36:00+05:30,18532.05,18542.05,18529.6,18542.05
2015-01-09 14:37:00+05:30,18541.65,18545.2,18538.25,18544
2015-01-09 14:38:00+05:30,18544,18548.6,18544,18544.2
2015-01-09 14:39:00+05:30,18544.25,18562.8,18543.7,18562.8
2015-01-09 14:40:00+05:30,18562.8,18564.8,18544.7,18546.35
2015-01-09 14:41:00+05:30,18549.75,18578.25,18546.35,18553.85
2015-01-09 14:42:00+05:30,18553.85,18572,18553.85,18570.1
2015-01-09 14:43:00+05:30,18570.1,18580.15,18566.8,18580.15
2015-01-09 14:44:00+05:30,18580.15,18585.5,18573.5,18579.55
2015-01-09 14:45:00+05:30,18570.35,18579.9,18570.35,18573.35
2015-01-09 14:46:00+05:30,18573.35,18573.35,18561.1,18561.1
2015-01-09 14:47:00+05:30,18561.1,18584.4,18557.05,18583.65
2015-01-09 14:48:00+05:30,18583.65,18585,18578.35,18582.7
2015-01-09 14:49:00+05:30,18582.7,18586.75,18570.95,18575.35
2015-01-09 14:50:00+05:30,18575.35,18587,18575.35,18587
2015-01-09 14:51:00+05:30,18586.85,18607.9,18586.85,18602.75
2015-01-09 14:52:00+05:30,18602.75,18621.05,18600.4,18621.05
2015-01-09 14:53:00+05:30,18621.05,18630.15,18612.3,18615.65
2015-01-09 14:54:00+05:30,18615.65,18624.55,18612.6,18613.5
2015-01-09 14:55:00+05:30,18609.15,18613.5,18592.65,18592.65
2015-01-09 14:56:00+05:30,18592.65,18594.15,18589.6,18592.7
2015-01-09 14:57:00+05:30,18592.7,18595.85,18589.2,18592.35
2015-01-09 14:58:00+05:30,18592.35,18601.85,18582.95,18582.95
2015-01-09 14:59:00+05:30,18582.95,18591.85,18580.25,18591.75
2015-01-09 15:00:00+05:30,18591.75,18614.2,18591.75,18608.75
2015-01-09 15:01:00+05:30,18608.75,18612.8,18598.2,18598.2
2015-01-09 15:02:00+05:30,18596.2,18619.5,18595.9,18619.5
2015-01-09 15:03:00+05:30,18619.5,18633.35,18614.65,18615.75
2015-01-09 15:04:00+05:30,18615.75,18616.05,18605.6,18605.6
2015-01-09 15:05:00+05:30,18605.6,18608.95,18605.3,18606.45
2015-01-09 15:06:00+05:30,18606.45,18610.85,18604.95,18608
2015-01-09 15:07:00+05:30,18608,18629.8,18608,18629.8
2015-01-09 15:08:00+05:30,18632,18644.3,18629.8,18642.8
2015-01-09 15:09:00+05:30,18642.8,18642.8,18631.55,18638.25
2015-01-09 15:10:00+05:30,18638.25,18663,18634.05,18663
2015-01-09 15:11:00+05:30,18661.2,18676.9,18661.2,18671.3
2015-01-09 15:12:00+05:30,18671.3,18675.85,18665,18675.85
2015-01-09 15:13:00+05:30,18675.85,18678.35,18662.2,18662.2
2015-01-09 15:14:00+05:30,18662.2,18664.05,18653.9,18663.05
2015-01-09 15:15:00+05:30,18663.05,18663.05,18655.2,18657.6
2015-01-09 15:16:00+05:30,18657.65,18657.65,18636.7,18636.7
2015-01-09 15:17:00+05:30,18636.7,18646.6,18634.55,18641.05
2015-01-09 15:18:00+05:30,18638.75,18641.7,18637.2,18641.3
2015-01-09 15:19:00+05:30,18641.3,18645.05,18638.25,18645.05
2015-01-09 15:20:00+05:30,18645.05,18653.1,18642.8,18643.4
2015-01-09 15:21:00+05:30,18643.4,18647.75,18638.45,18638.6
2015-01-09 15:22:00+05:30,18636.95,18638.6,18631.45,18633.75
2015-01-09 15:23:00+05:30,18631.65,18639.05,18628.05,18634.9
2015-01-09 15:24:00+05:30,18634.9,18639.3,18633.15,18633.15
2015-01-09 15:25:00+05:30,18632.4,18633.15,18617.15,18619.25
2015-01-09 15:26:00+05:30,18619.25,18619.25,18611.8,18615.65
2015-01-09 15:27:00+05:30,18610.85,18615.65,18606.45,18606.45
2015-01-09 15:28:00+05:30,18606.45,18610.4,18582.9,18585.95
2015-01-09 15:29:00+05:30,18585.95,18598.05,18585.95,18598.05
2015-01-12 09:15:00+05:30,18632,18632,18557.2,18557.2
2015-01-12 09:16:00+05:30,18557.2,18557.2,18530.1,18548.55
2015-01-12 09:17:00+05:30,18548.55,18553.6,18532.7,18532.7
2015-01-12 09:18:00+05:30,18532.7,18550.45,18532.05,18549.3
2015-01-12 09:19:00+05:30,18549.3,18568.2,18549.3,18559.15
2015-01-12 09:20:00+05:30,18559.15,18574.95,18559.15,18569.7
2015-01-12 09:21:00+05:30,18565.2,18573.65,18561.9,18573.65
